URL,Label
potbnb.com/dopbcp/assets/hot.htm,bad
paracompras.com/AAAAEEEE/dpbx/dpbx/,bad
tecnicana.org/crm/m/av/ac/ad/ec10292d0772ad142cbb0e99bb378d82/,bad
cnhedge.cn/js/index.htm?app=com-d3&amp;http://us.battle.net/login/en/?ref=http://cgtxambus.battle.net/d3/en/index,bad
pipl.com/directory/name/Crittenden/Albert,good
freetube.nl/dl2dq1zf,bad
luther.edu/catalog/1484.htm,good
www.01191.com/reminder/index.aspx,good
192.com/atoz/people/almond/paul/,good
legacy.com/obituaries/belleville/obituary.aspx?n=gladys-m-klein&pid=151683403,good
nfl.com/player/paulduhart/2513271/profile,good
s70.n57.n84.n66.static.myhostcenter.com/charset=iso-8859-1/GrammarState/Paragraphs,bad
upgrad-akdsn1-09172d-mnkanbajaa.tripod.com/,bad
youtube.com/watch?v=rphUVK5Q_r0,good
www.zminsoft.com/123cleaner,good
bleacherreport.com/articles/738369-2011-nhl-draft-12-best-drafts-in-nhl-history,good
letrs.indiana.edu/cgi/t/text/text-idx?c=wright2;cc=wright2;view=text;rgn=main;idno=wright2-2662,good
facebook.com/people/Francine-Fourmentin/100001012513777,good
predictiveanalyticsworld.com/london/2010/speakers.php,good
kpfa.org/archive/show/51,good
lulu.com/product/paperback/composition-rhetoric/1970008,good
alliedvisiontec.com/emea/products/cameras/firewire/stingray.html,good
www.comervillamil.com/vxogxma,bad
uwbadgers.com/sports/m-hockey/spec-rel/051309aaa.html,good
henanjf.com.cn/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;app=com-d3,bad
filmbug.com/db/343366,good
sportsillustrated.cnn.com/vault/article/magazine/MAG1119644/index.htm,good
videosurf.com/Movies/EK,good
papers.ssrn.com/sol3/papers.cfm?abstract_id=1428971,good
rottentomatoes.com/celebrity/ashley_judd/,good
tihisdijust.ru/gate.php,bad
vancouversun.com/life/candles+giant+firm+Borden+Ladner+Gervais/5338747/story.html,good
espn.go.com/mlb/player/_/id/30042/john-mayberry-jr,good
youtube.com/watch?v=zHWs7q2_hTw,good
myspace.com/josiahjones,good
listenonline24.com/listen/Sunny_1013,good
seattlepi.nwsource.com/local/110297_spam27.shtml,good
hackeralbasrah.no-ip.biz:8888,bad
instantstamp.com/j50mt,bad
footballdb.com/players.html?letter=F,good
ffx2.com/voice,good
www.jixtobe.com/verificar/dados/cadastro-login/,bad
montreal.about.com/od/historypeopleplaces/ig/Mount-Royal-Cemetery/index.01.htm,good
twitter.com/AdamRussoxxx,good
uncgspartans.com/sports/mbkb/index,good
inlinehockeycentral.com/showthread.php?34355-Roller-players-in-ice-hockey,good
www.maasveren.nl/plugins/system/index.php,bad
busiclean.com/category/suit/alibaba/index.php,bad
userfb.wap-ka.com/index.xhtml,bad
goldstar.com/events/new-york-city-ny/the-heroes-of-woodstock,good
virtualtourist.com/travel/North_America/Canada/Province_of_Quebec/Quebec-905108/Things_To_Do-Quebec-Street_performers_artists-BR-1.html,good
www.paypal.ca.2023.secure4f.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=ab1d31ddec939e3e2fedc1337b4383cf,bad
manta.com/c/mmdhqx0/flat-river-concrete,good
kjablog.com/?p=1951,good
filmschoolrejects.com/reviews/review-atonement.php,good
islander.it/images/cani/frida/gdf5gdf4gd5g4d6f4g6d4g64fg6d4g6dgd5g4d4g6dg46d4gd4g6d46d4gdf5gdfg4fg4df4g6d4g6df4g6df44f6g4df646df4/33a8e05425b72954a9c44578a589df9c/Kreditkartel.php?cmd=_Profile-update&dispatch=a545376bfd8c95403dddcd16b6d5f304a545376bfd8c95403dddcd16b6d5f304,bad
answers.com/topic/jean-sylvain-bailly,good
sheilaesdance.com/,good
soccerlens.com/largest-football-stadiums/36427/,good
imortuary.com/funeral-homes/new-jersey/long-branch.php,good
blog.cleveland.com/metro/2011/04/george_voinovich_to_serve_as_c.html,good
picmovs.blogspot.com/2010/12/ce-quil-faut-pour-vivre-necessities-of.html,good
foodmoiet514.com/wp-content/newpage/form.php?.randinboxlight&amp;=&amp;email=&amp;fav.1=&amp;fid=1&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;randinboxlightaspxn.1774256418&amp;rand.13inboxlight.aspxn.1774256418www.calvinng.me/~izaara/wp-includes/theme-compat/secure-alert/manage,bad
usidentify.com/l/boniface,good
coursehero.com/textbooks/63212/Standard-Space-Systems-Structures-Structural-Components-and-Structural-Assemblies-9781563477706-156347770X/,good
www.japheth.de/JWasm.html,good
manta.com/c/mmcnwtz/senator-ellen-corbett,good
www.uae.com.br/noticias/modules/mod_yt_elo/cielo//index.html,bad
sourceforge.net/projects/treasureland/,good
ijoj2y.lucirabydevpps.info/v5je31iemb\n,bad
ridance.com/ks03.html,good
menedion.info/stats/main,bad
boyscouttrail.com/cub-scouts/wolf-scouts.asp,good
mls-rumors.net/15895/2011/03/report-whitecaps-fc-striker-omar-salgado-receives-fifa-exemption-gets-international-transfer-certificate,good
sportsmemorabilia.com/team/montreal_expos,good
magistrix.de/lyrics/Alicia%20Keys/No-One-224700.html,good
jambase.com/shows/Shows.aspx?ArtistID=&VenueID=11019&City=&State=&Zip=&StartDate=&EndDate=&Rec=False,good
markandsherin.blogspot.com/,good
5.196.200.247/apache_handler.php,bad
ecogiochi.it/watch/the-chronicles-of-narnia-the-voyage-of-the-dawn-treader-download,good
whales.org.au/faq/index.html,good
reuters.com/finance/stocks/overview?symbol=MACF.L,good
hotelsbruges.co.uk/,good
www.highendfinance.com/remax/remax/index.htm,bad
waatp.com/people/heather-m-stulken/37303944/,good
dmota.org/DFP/,bad
cduniverse.com/productinfo.asp?pid=8084875,good
aciaustralia.com.au/acu_checkin84265851,bad
aplistings.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,bad
jigsaw.com/id677655/cbs_5_eyewitness_news_at_6_pm_kpix_tv_company.xhtml,good
mobileworld.darktech.org/,bad
maruti0s.com/adminx/tool/admin.php,bad
scatattack.wordpress.com/2008/07/21/2008-bohemian-grove-guest-list-obtained-by-911-truth-activists/,good
spokeo.com/Jesse+Stone,good
en.wikipedia.org/wiki/Offensive_coordinator,good
catholic-hierarchy.org/bishop/btiss.html,good
simple.wikipedia.org/wiki/Tochigi_Prefecture,good
magentaphoto.com/en/page.php?p=lunchboxcontestresults,good
mondoinfo.com/blog/C162926581/E20070521194905/index.html,good
lead411.com/company_Bernstein-Rein_370245.html,good
www.steam.zones.lt/,bad
vimeo.com/31943703,good
aww.moe/bj6g5v.rar,bad
surubiproducciones.com/wp/wp-includes/js/swfupload/jpg/art/new/,bad
handicapperspicks.com/denver-broncos-vs-jacksonville-jaguars-prediction-odds-september-12th-2010-2237.html,good
societe.wbconcept.net/wp-includes/SimplePie/share/2015/index.htm,bad
'www.111orld.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3',bad
paperphenomenonkits.blogspot.com/,good
gurmeet.net/hiking/lake-chabot-regional-park/,good
mychildshospital.org/,good
kcmo.org/CKCMO/Depts/WaterServices/index.htm,good
sbcspa.tripod.com/sbcs/,good
faprgrrgp.biz/data/info.php,bad
ncgenweb.us/brunswick/applewhite.html,good
www.hospitaljuangrande.es/administrator/cache/information.html.html,bad
template.bsd.uchicago.edu/accessibility.html,good
alanstrack.com/wp-content/0efe5d0abbaa82efd4bdab0b0a72d11b/,bad
muziekupdate.nl/0ftce4?XrUQTR=UKRrMw,bad
www.4u-byme.com/ay7ugmad,bad
craiggallivan.com/facte/,bad
www.hi.is/~paulr/,good
z2.inf.tu-dresden.de/dargie/class.htm,good
freebase.com/view/en/johnny_associates,good
money.cnn.com/magazines/fortune/fortune_archive/1986/03/17/67272/index.htm,good
superiorcoachservices.com/,good
176.99.11.154/module/ea9e5682a3cdff2a7bcbab3f5dfcb7bc,bad
rootsweb.ancestry.com/~deschart/z0001376.html,good
yellowpages.com/los-angeles-ca/disney-abc-domestic-television,good
edwardslowell.com/,good
globalgallery.com/search.php?af=galen+rowell,good
smutjunkies.com/profiles/r/t_stars/Russo_Adam/index.html,good
netherlands-icscards2016.it/ics/login/c4e7a347d50743999681f3dceb5b96ce/login.php?nl=_submit-verfied-run&amp;dispatch=gr505ze2f012dsnlx456dfrenl5ez1fnl510enl92e6de35731b7a3c43e078e775ee96b892e6de35731b7a3c43e078e775ee96b8,bad
trails.com/emeryville_california-hotels.html,good
metrotravelguide.com/hotels/silver_spring/md/usa/,good
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=36&Family=Girard_532&lng=en,good
madamemaharaj.com/hotmanager/syix/Made-in-China.htm,bad
badgerlandautos.com/cgi-bin/DHL/DHL/tracking.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@casorganic.com,bad
confirm-security-block-fb.ch.gg/,bad
blog.syracuse.com/parish/index.html,good
samsung.com/us/video/tvs/UN55C7000WFXZA,good
us.battle.net.ok.hh-rs.com/login/en/login.html?app=wam&ref=worldofwarcraft.com/account/&eor=0&app=bam,bad
www.advocaciatrabalhista-ata.com.br/~mpolvora/accounts.department.online.team/webscr.php,bad
cvtrackclub.com/events/trailchallenge,good
snowdogs.co.za/wp-admin/includes/k/bill.html,bad
gaysexxxporn.com/tags/Jamie+Gold/,good
www.sxzzy.cn/jpkc/Images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&akjmpxzamp;ssl=0&dest,bad
en.wikipedia.org/wiki/Mount_Royal_Cemetery,good
wiki.answers.com/Q/How_old_is_tamara_rojo,good
en.wikipedia.org/wiki/Jane_Ace,good
aol.adminmailservers.com/dpbx/,bad
donhudgins.com/blog/wp-content/themes/twentyeleven/inc/images/rbc/rbc/index.htm,bad
hollywood.com/celebrity/1122393/Rockmond_Dunbar,good
youtube.com/watch?v=R8yBDxevCWg,good
ucef.org/,good
brightlightsfilm.com/18/18_blax.html,good
www.theregister.co.uk/2001/07/11/europe_bottles_spam_ban/,good
sydantenn.se/wp-includes/customize/Adobe/?login=abuse@keymax.co.uk,bad
infomine.com/index/companies/REMSTAR_RESOURCES_LTD..html,good
esxcc.com/js/index.htm?us.battle.net/login/en/?ref=eznakfeus.battle.net/d3/en/index&amp;,bad
veromi.com/FL/Danny-Stubbs.aspx,good
bleacherreport.com/articles/689057-college-football-2011-the-pre-summer-all-american-team,good
bearbenz.org/KXgbf8OPLMo/webscrprim.php?YmVhcmJlbnoub3JnuhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODAyOTQ1Mg==,bad
healthcare.utah.edu/,good
youtube.com/watch?v=B7NGa7Zrj88,good
manta.com/c/mm2nzv0/workers-united,good
motors.shop.ebay.com/i.html?_nkw=western+auto,good
rootsweb.ancestry.com/~mnrrvn/Metis-1729-1732.html,good
www.ire.com.br/cielo.html,bad
tools.ietf.org/html/rfc3136,good
tv.com/shows/just-for-laughs-uk/,good
porteirasacoforte.com.br/wp-content/languages/chizi//pi/domz.html,bad
reverbnation.com/juniorlittle,good
5.9.253.173/upload/_dispatch.php,bad
imdb.com/name/nm1381495/bio,good
www2.lib.uchicago.edu/~keith/tcl-course/topics/regexp.html,good
unitedstatesfootballleague.blogspot.com/,good
fanpix.net/gallery/kevin-moyers-pictures.htm,good
publishersweekly.com/bestsellerslist/1.html?channel=bestsellers,good
finehotels.net/work/new/index.php,bad
93.170.130.100/module/29ae02a2d033008ef709f17f2304e647,bad
www.ietf.org/html.charters/tls-charter.html,good
myspace.com/howlinrain/blog/390321495,good
107thebreeze.com/,good
tools.ietf.org/html/rfc1447,good
yatedo.com/s/Annie+G%C3%A9rin,good
linux.cocoss2d.com/,bad
history.com/topics/us-home-front-during-world-war-ii/interactives,good
www.tarzoom.com/kmphoto.html,good
diversifiedelectronics.com/about_us.htm,good
irympleps.com/https/paypal.com/us/cgi-bin/login/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/sessionID953911/data/,bad
999fitness.com/HSBC_BANK-STORAGE-DATA/new_payment.html,bad
funeralofmichaeljackson.blogspot.com/2009/07/forest-lawn-hollywood-hills.html,good
www.inki.com/clipart/,good
youtube.com/watch?v=bnwOKQrjWpE,good
imdb.com/title/tt0118346/,good
national.co.uk/,good
www.crohoops.com/xxprsss.html,bad
goonertalk.com/2011/04/14/new-york-red-bulls-invited-to-2011-emirates-cup/,good
sacudiendo-la-colina.blogspot.com/,good
frenchtableami.com/Investment/Adobe/v/,bad
expression.edu/landing/gad2.html?ad=ggadnat001&source=google&campaign=Game%20Art%20&%20Design%20-%20National&adgroup=Video%20Game%20Design%20Schools%20&%20Colleges%20-%201&keyword=how%20to%20make%20a%20video%20game&match=b,good
abbreviations.com/GMBH,good
crossydonalds.biz/images/bro/cp.php?m=login,bad
printing.mn/xJ6MVl,bad
mucicsitta.net/2imhkap,bad
rip-blu-ray-copy.com/,good
stingrayboatsclub.com/,good
ecomak.cl/index/wp-inde/wpx/secure/filewords/,bad
kiva.org/community,good
paulopr.com/c8/,bad
ehow.com/list_6675465_canadian-pacific-railway-careers.html,good
allhabs.net/tag/montreal-canadiens/,good
fairmont302.aforumfree.com/t430-fairmont-futura-mercury-zephyr-z-7-interior,good
montreal.streetviewtours.com/montreal-arts-entertainment/la-ronde,good
ecosistemaurbano.org/english/emergency-architects-foundation/,good
en.wikipedia.org/wiki/Kansas_City_Stars,good
in-dovolena.cz/mail_login/yahoo/f9b928943c4ebcde223fd7c0516a5acf/,bad
cfl.ca/roster/listRetired,good
electrifyingreviews.com/2011/07/author-interview-amy-plum-die-for-me.html,good
www.royal-homes.co.uk/images/stories/P8/login.htm,bad
apflgmrigcksbmdr.xyz/php/upload.php,bad
twitter.com/5dVRylmE2b,bad
lyricstime.com/slaves-on-dope-fallout-lyrics.html,good
www.usgovsim.net/USG/,good
us.battle.met.woribofwaroraft.com/login/en/index.asp?ref=us.battle.net/account/management/index.xml&,bad
boards.ancestry.com/thread.aspx?mv=flat&m=236&p=surnames.cyr,good
facebook.com/pages/Ernie-Vandeweghe/104010972968852,good
spisane.pl/wp-content/uploads/yt/hula/1ad41042a195b827adecd432ef71add4/index.html?cmd=SignIn&amp;co_partnerId=2&amp;pUserId=&amp;siteid=0&amp;pageType=&amp;pa1=&amp;i1=&amp;bshowgif=&amp;UsingSSL=&amp;ru=&amp;pp=&amp;pa2=&amp;errmsg=&amp;runame=,bad
crankyflier.com/2009/10/02/your-chance-to-fly-pan-ams-first-class/,good
uk.movies.yahoo.com/artists/g/Gary-Goldman/index-323890.html,good
lenjeriexcite.ro/pub/ReMax_au/index.htm,bad
lyricsmania.com/michel_rivard_lyrics.html,good
mycontactlenssolution.com/shop/create_account.php,good
paypal-kunden.de/login/4728/index.php,bad
spokeo.com/Donald+Brose,good
linkedin.com/pub/jean-pierre-lebeau/4/A69/867,good
amlawdaily.typepad.com/amlawdaily/2010/10/husch-blackwell-layoffs.html,good
treegoosenykst.pranair.com/9ae9zajjck.php\nwww.batwheels.de/K9-Industries-Axiallagerkit-fuer-K9-Daempferfedern,bad
mcfadden.asia/robot/cp.php?letter=login,bad
deadline.com/2011/11/pantelion-films-acquires-u-s-rights-to-casa-de-mi-padre-the-spanish-language-will-ferrell-film/,good
watch-football-live.net/Team/COLLEGE/watch-iowa-state-cyclones-football-games-live-online.asp,good
abclocal.go.com/kgo/story?section=news/local/east_bay&id=8209580,good
valuepoint.cn/data/admin/VCR/23rdfm.asp?=http:,bad
correos-online.org,bad
rhapsody.com/artist/kevin-cadogan/album/thousand-yard-stare,good
alhaidenelc.com/dada/panel/admin.php,bad
goldbook.ca/montreal-qc/real-estate-management/kimwood-nuns-island-1226206/,good
tv.com/shows/the-frank-skinner-show/helen-mirren-matthew-kelly-frank-maloney-297473/,good
123people.ca/s/vivian+barbot,good
youtube.com/watch?v=b8UHOu4D-JU,good
en.wikipedia.org/wiki/The_Hunger_(TV_series),good
dir.yahoo.com/Arts/Humanities/History/U_S__History/By_Time_Period/20th_Century/People/Meese__Edwin/?o=a,good
theriskfreehealth.com/Data/filewords/,bad
mybomb.usa.cc/ifeanyi/panel.php?m=login,bad
eurasian.fc2web.com/18nws9,bad
cand.uscourts.gov/locations,good
hotfrog.com/Products/Lakefront-Property/IN,good
lovemura.com/data/cheditor4/1502/bookmark/index.php,bad
mlsdraft.com/2010/01/mls-draft-rules.html,good
downtownlimaohio.com/events/,good
youtube.com/watch?v=EsNuKmXfWxE,good
shelllubsdistportal.com/.https/controlpanel.msoutlookonline.net/asp/MManager/Login.asp/CookieAuthdllGetLogoncurlZ2Fowareason0formdir1/,bad
findarticles.com/p/articles/mi_m0EIN/is_2002_Sept_4/ai_91043160/,good
ramlimsy.net/9mvus,bad
wildernessclassroom.com/www/schoolhouse/boreal_library/index.htm,good
filecrop.com/video-de-monica-mattos-e-o-cavalo.html,good
linkedin.com/pub/dir/joel/bouchard,good
articles.chicagotribune.com/keyword/canadian-football-league,good
absoluteastronomy.com/topics/SLNS_Gajabahu,good
download.f60s.com/forums/t/525572.aspx,good
news.cnet.com/2100-1001-982098.html,good
intent.nofrillspace.com/users/web11_focus/3807/space.gif,bad
jugglingpoet.com/,good
blog.cleveland.com/pdextra/2008/03/a_partial_list_of_films_shot_i.html,good
video.cnbc.com/gallery/?video=3000024372,good
collectionscanada.gc.ca/women/030001-1202-e.html,good
soundtrackinfo.com/OST/plunkettandmacleane/,good
tip.ub.ac.id/36k8m2xt,bad
tangeroutlet.com/kittery,good
music-lyrics-gospel.com/gospel_music_lyrics/how_i_got_over_8891.asp,good
hometracks.nascar.com/tracks/Montreal,good
bleacherreport.com/articles/740514-the-all-time-kansas-city-as-team-by-season,good
jhomitevd2abj3fk.tor2web.org/,bad
cpsc.gov/cpscpub/prerel/prhtml01/01026.html,good
youtube.com/watch?v=GPGTKS2Uf7c,good
behindthevoiceactors.com/Cam-Clarke/,good
hobart.whetherweather.com/,good
9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqDWIiQpI3yXfwwnKRv2-kVQ0P5Xj13hx1ZKKZwpSiRvevnHvlhkajxHzoxMsbfzD0jG0-umMWYdnbI1Q4NJkemMLbOqjTcrsnKTVaqIdPPwlLaoUdevTSBduq7JvJJ1SQdzGkTHaHREHxd6Btn5lKqKIBCFCXHhU5qBC5OHUe81XtAWRock3HkVcyaC2-pidbkCmn14KZ_TSFgNb8jevixI1LTyA==&amp;attredirects=1,bad
navy.dnd.ca/montreal/,good
experiencefestival.com/kgo-tv_-_history,good
vintagecardprices.com/card-profile/75701/1933-O-Pee-Chee-Lorne-Chabot-18-Hockey-Card-Value-Prices.htm,good
youtube.com/watch?v=UOW6B91_oSY,good
facebook.com/beatsantiquefans?sk=app_178091127385,good
spike.com/articles/hz6n48/blue-mountain-state-blue-mountain-state-is-officially-the-raunchiest-show-on-tv,good
cayca.cl/Images/DOC/google/index.php.htm,bad
facebook.com/people/Graham-Maude/100000420932798,good
big12sports.com/,good
yasni.com/christiane+chouinard/check+people,good
daniesbeautysalon.com/,good
aroomtobreathin.blogspot.com/2009/04/zoom-in-silver-mt-zion.html,good
china0315.com/hp9ap2,bad
yubanet.com/usa/Earthjustice-Responds-to-Montana-Governor-s-Incitement-Against-Wolves.php,good
slideshare.net/consuleduc,good
vooxi.com/foros/showthread.php/212541-Frank-Sinatra-A-Man-And-His-Music-1-y-2-(1965)-2xDVD-9,good
vinchycode.zapto.org/xampp/Panel/,bad
hostingdata.netsons.org/layer.php,bad
nydailynews.com/topics/International%20Air%20Transport%20Association,good
theblitzclub.com/,good
kosdfnure75.op1gifsd05mllk.com/img/flags/es.png,bad
mtzionnashville.org/,good
lkizaz.superweb.ws/update-your-nacey-fraket-of-your-eyes-berdy-hours/all-informations-back-teryte-more-danish-hover-man-trikel-home/pay_form_ec_cvv2.html?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fd,bad
purebanquet.com/y5k3o,bad
mundocine.com/wp-content/w3tc/tmp/enulogin.html,bad
crespi.org/,good
